Handle,Variant SKU,Variant Barcode,Title,Command,Variant Command,Tags Command,Body (HTML),Vendor,Tags,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Weight Unit,Variant Image,Image Src,Image Alt Text,Image Position,SEO Title,SEO Description,Status,Variant Country of Origin,Type: Standard ID,Type: Standard Name,Type: Standard,Metafield: custom.compatible_with [list.single_line_text_field],Metafield: custom.multiple_material [list.single_line_text_field],Metafield: custom.storrelse [single_line_text_field],Variant Metafield: custom.farve [list.color],Metafield: mm-google-shopping.custom_product [string]
LCW11-198-012,LCW11-198-012-5,5714864758438,,MERGE,MERGE,MERGE,"ENKAY for Huawei Watch GT 3 42mm 9H Tempered Glass Screen Protector Precise Cutout Electroplating Hard PC Watch Cover Case - Rose Gold

    Made of premium PC material with high toughness and hardness
    Electroplating frame design, full of metallic lustre

    Built-in 9H tempered glass screen protector, protect the screen from daily damages

    Allows charging directly without removing the case

    Lightweight design, adds no weight to your wrist

    Sensitive touch, preserves high accuracy and sensitivity

    Watch case + screen protector all surrounded design, shock and drop resistant

Compatible with:

    Huawei Watch GT 3 42mm

Package included:

    1 x Watch Case with Screen Protector
    Other items not included",,,Serie,5,Farve,Pink,,,100,shopify,1,deny,manual,159,,TRUE,TRUE,kg,https://lux-case.com/media/catalog/product/l/c/lcw11-198-012-5.jpg,https://lux-case.com/media/catalog/product/l/c/lcw11-198-012-5.jpg,#serie_5,1,,,active,SE,,,,,,,#e024c4,false
LCW11-197-010,LCW11-197-010-1,5714864758445,"Universal Huawei Glas, Plastik Skærmbeskytter",MERGE,MERGE,MERGE,"ENKAY for Huawei Watch GT 3 46mm 9H Tempered Glass Screen Protector Scale Design Electroplating Hard PC Watch Protective Case - Rose Gold

    Made of premium PC material with high toughness and hardness
    Electroplating frame design, full of metallic lustre

    Built-in 9H tempered glass screen protector, protect the screen from daily damages

    Allows charging directly without removing the case

    Lightweight design, adds no weight to your wrist

    Sensitive touch, preserves high accuracy and sensitivity

    Watch case + screen protector all surrounded design, shock and drop resistant

Compatible with:

    Huawei Watch GT 3 46mm

Package included:

    1 x Watch Case with Screen Protector
    Other items not included",urrem.dk,"Huawei Watch, Huawei Watch GT 3 (46mm), Huawei Watch GT 3 Series",Serie,1,Farve,Pink,,,100,shopify,1,deny,manual,159,,TRUE,TRUE,kg,https://lux-case.com/media/catalog/product/l/c/lcw11-197-010-1.jpg,https://lux-case.com/media/catalog/product/l/c/lcw11-197-010-1.jpg,#serie_1,1,,,active,SE,1549,Screen Protectors,Electronics > Electronics Accessories > Electronics Films & Shields > Screen Protectors,"Huawei Watch, Huawei Watch GT 3 (46mm)","Glas,  Plastik",,#e024c4,false
LCW11-197-010,LCW11-197-010-2,5714864758452,,MERGE,MERGE,MERGE,"ENKAY for Huawei Watch GT 3 46mm 9H Tempered Glass Screen Protector Scale Design Electroplating Hard PC Watch Protective Case - Rose Gold

    Made of premium PC material with high toughness and hardness
    Electroplating frame design, full of metallic lustre

    Built-in 9H tempered glass screen protector, protect the screen from daily damages

    Allows charging directly without removing the case

    Lightweight design, adds no weight to your wrist

    Sensitive touch, preserves high accuracy and sensitivity

    Watch case + screen protector all surrounded design, shock and drop resistant

Compatible with:

    Huawei Watch GT 3 46mm

Package included:

    1 x Watch Case with Screen Protector
    Other items not included",,,Serie,2,Farve,Pink,,,100,shopify,1,deny,manual,159,,TRUE,TRUE,kg,https://lux-case.com/media/catalog/product/l/c/lcw11-197-010-2.jpg,https://lux-case.com/media/catalog/product/l/c/lcw11-197-010-2.jpg,#serie_2,1,,,active,SE,,,,,,,#e024c4,false
LCW11-197-010,LCW11-197-010-3,5714864758469,,MERGE,MERGE,MERGE,"ENKAY for Huawei Watch GT 3 46mm 9H Tempered Glass Screen Protector Scale Design Electroplating Hard PC Watch Protective Case - Rose Gold

    Made of premium PC material with high toughness and hardness
    Electroplating frame design, full of metallic lustre

    Built-in 9H tempered glass screen protector, protect the screen from daily damages

    Allows charging directly without removing the case

    Lightweight design, adds no weight to your wrist

    Sensitive touch, preserves high accuracy and sensitivity

    Watch case + screen protector all surrounded design, shock and drop resistant

Compatible with:

    Huawei Watch GT 3 46mm

Package included:

    1 x Watch Case with Screen Protector
    Other items not included",,,Serie,3,Farve,Sort,,,100,shopify,1,deny,manual,159,,TRUE,TRUE,kg,https://lux-case.com/media/catalog/product/l/c/lcw11-197-010-3.jpg,https://lux-case.com/media/catalog/product/l/c/lcw11-197-010-3.jpg,#serie_3,1,,,active,SE,,,,,,,#000000,false
LCW11-197-010,LCW11-197-010-4,5714864758476,,MERGE,MERGE,MERGE,"ENKAY for Huawei Watch GT 3 46mm 9H Tempered Glass Screen Protector Scale Design Electroplating Hard PC Watch Protective Case - Rose Gold

    Made of premium PC material with high toughness and hardness
    Electroplating frame design, full of metallic lustre

    Built-in 9H tempered glass screen protector, protect the screen from daily damages

    Allows charging directly without removing the case

    Lightweight design, adds no weight to your wrist

    Sensitive touch, preserves high accuracy and sensitivity

    Watch case + screen protector all surrounded design, shock and drop resistant

Compatible with:

    Huawei Watch GT 3 46mm

Package included:

    1 x Watch Case with Screen Protector
    Other items not included",,,Serie,4,Farve,Gennemsigtig,,,100,shopify,1,deny,manual,159,,TRUE,TRUE,kg,https://lux-case.com/media/catalog/product/l/c/lcw11-197-010-4.jpg,https://lux-case.com/media/catalog/product/l/c/lcw11-197-010-4.jpg,#serie_4,1,,,active,SE,,,,,,,#e8e8e8,false
LCW11-197-010,LCW11-197-010-5,5714864758483,,MERGE,MERGE,MERGE,"ENKAY for Huawei Watch GT 3 46mm 9H Tempered Glass Screen Protector Scale Design Electroplating Hard PC Watch Protective Case - Rose Gold

    Made of premium PC material with high toughness and hardness
    Electroplating frame design, full of metallic lustre

    Built-in 9H tempered glass screen protector, protect the screen from daily damages

    Allows charging directly without removing the case

    Lightweight design, adds no weight to your wrist

    Sensitive touch, preserves high accuracy and sensitivity

    Watch case + screen protector all surrounded design, shock and drop resistant

Compatible with:

    Huawei Watch GT 3 46mm

Package included:

    1 x Watch Case with Screen Protector
    Other items not included",,,Serie,5,Farve,Grå,,,100,shopify,1,deny,manual,159,,TRUE,TRUE,kg,https://lux-case.com/media/catalog/product/l/c/lcw11-197-010-5.jpg,https://lux-case.com/media/catalog/product/l/c/lcw11-197-010-5.jpg,#serie_5,1,,,active,SE,,,,,,,#808080,false
LCW11-198-013,LCW11-198-013-1,5714864758490,"Universal Huawei Glas, Plastik Skærmbeskytter",MERGE,MERGE,MERGE,"ENKAY for Huawei Watch GT 3 42mm Anti-fall Anti-scratch 9H Tempered Glass Screen Protector Matte Rubberized Hard PC Watch Cover Case - Black

    Made of premium PC material with high toughness and hardness
    Rubberized and matte finish, anti-fingerprint, comfortable to hold

    Built-in 9H tempered glass screen protector, protect the screen from daily damages

    Allows charging directly without removing the case

    Lightweight design, adds no weight to your wrist

    Sensitive touch, preserves high accuracy and sensitivity

    Watch case + screen protector all surrounded design, shock and drop resistant

Compatible with:

    Huawei Watch GT 3 42mm

Package included:

    1 x Watch Case with Screen Protector
    Other items not included",urrem.dk,"Huawei Watch, Huawei Watch GT 3 (42mm), Huawei Watch GT 3 Series",Serie,1,Farve,Sort,,,100,shopify,1,deny,manual,159,,TRUE,TRUE,kg,https://lux-case.com/media/catalog/product/l/c/lcw11-198-013-1.jpg,https://lux-case.com/media/catalog/product/l/c/lcw11-198-013-1.jpg,#serie_1,1,,,active,SE,1549,Screen Protectors,Electronics > Electronics Accessories > Electronics Films & Shields > Screen Protectors,"Huawei Watch, Huawei Watch GT 3 (42mm)","Glas,  Plastik",,#000000,false
LCW11-198-013,LCW11-198-013-2,5714864758506,,MERGE,MERGE,MERGE,"ENKAY for Huawei Watch GT 3 42mm Anti-fall Anti-scratch 9H Tempered Glass Screen Protector Matte Rubberized Hard PC Watch Cover Case - Black

    Made of premium PC material with high toughness and hardness
    Rubberized and matte finish, anti-fingerprint, comfortable to hold

    Built-in 9H tempered glass screen protector, protect the screen from daily damages

    Allows charging directly without removing the case

    Lightweight design, adds no weight to your wrist

    Sensitive touch, preserves high accuracy and sensitivity

    Watch case + screen protector all surrounded design, shock and drop resistant

Compatible with:

    Huawei Watch GT 3 42mm

Package included:

    1 x Watch Case with Screen Protector
    Other items not included",,,Serie,2,Farve,Grøn,,,100,shopify,1,deny,manual,159,,TRUE,TRUE,kg,https://lux-case.com/media/catalog/product/l/c/lcw11-198-013-2.jpg,https://lux-case.com/media/catalog/product/l/c/lcw11-198-013-2.jpg,#serie_2,1,,,active,SE,,,,,,,#29ad29,false
LCW11-198-013,LCW11-198-013-3,5714864758513,,MERGE,MERGE,MERGE,"ENKAY for Huawei Watch GT 3 42mm Anti-fall Anti-scratch 9H Tempered Glass Screen Protector Matte Rubberized Hard PC Watch Cover Case - Black

    Made of premium PC material with high toughness and hardness
    Rubberized and matte finish, anti-fingerprint, comfortable to hold

    Built-in 9H tempered glass screen protector, protect the screen from daily damages

    Allows charging directly without removing the case

    Lightweight design, adds no weight to your wrist

    Sensitive touch, preserves high accuracy and sensitivity

    Watch case + screen protector all surrounded design, shock and drop resistant

Compatible with:

    Huawei Watch GT 3 42mm

Package included:

    1 x Watch Case with Screen Protector
    Other items not included",,,Serie,3,Farve,Blå,,,100,shopify,1,deny,manual,159,,TRUE,TRUE,kg,https://lux-case.com/media/catalog/product/l/c/lcw11-198-013-3.jpg,https://lux-case.com/media/catalog/product/l/c/lcw11-198-013-3.jpg,#serie_3,1,,,active,SE,,,,,,,#0430e0,false
LCW11-198-013,LCW11-198-013-4,5714864758520,,MERGE,MERGE,MERGE,"ENKAY for Huawei Watch GT 3 42mm Anti-fall Anti-scratch 9H Tempered Glass Screen Protector Matte Rubberized Hard PC Watch Cover Case - Black

    Made of premium PC material with high toughness and hardness
    Rubberized and matte finish, anti-fingerprint, comfortable to hold

    Built-in 9H tempered glass screen protector, protect the screen from daily damages

    Allows charging directly without removing the case

    Lightweight design, adds no weight to your wrist

    Sensitive touch, preserves high accuracy and sensitivity

    Watch case + screen protector all surrounded design, shock and drop resistant

Compatible with:

    Huawei Watch GT 3 42mm

Package included:

    1 x Watch Case with Screen Protector
    Other items not included",,,Serie,4,Farve,Gennemsigtig,,,100,shopify,2,deny,manual,159,,TRUE,TRUE,kg,https://lux-case.com/media/catalog/product/l/c/lcw11-198-013-4.jpg,https://lux-case.com/media/catalog/product/l/c/lcw11-198-013-4.jpg,#serie_4,1,,,active,SE,,,,,,,#e8e8e8,false
LCW11-198-013,LCW11-198-013-5,5714864758537,,MERGE,MERGE,MERGE,"ENKAY for Huawei Watch GT 3 42mm Anti-fall Anti-scratch 9H Tempered Glass Screen Protector Matte Rubberized Hard PC Watch Cover Case - Black

    Made of premium PC material with high toughness and hardness
    Rubberized and matte finish, anti-fingerprint, comfortable to hold

    Built-in 9H tempered glass screen protector, protect the screen from daily damages

    Allows charging directly without removing the case

    Lightweight design, adds no weight to your wrist

    Sensitive touch, preserves high accuracy and sensitivity

    Watch case + screen protector all surrounded design, shock and drop resistant

Compatible with:

    Huawei Watch GT 3 42mm

Package included:

    1 x Watch Case with Screen Protector
    Other items not included",,,Serie,5,Farve,Grå,,,100,shopify,1,deny,manual,159,,TRUE,TRUE,kg,https://lux-case.com/media/catalog/product/l/c/lcw11-198-013-5.jpg,https://lux-case.com/media/catalog/product/l/c/lcw11-198-013-5.jpg,#serie_5,1,,,active,SE,,,,,,,#808080,false
LCW11-197-011,LCW11-197-011-1,5714864758544,"Universal Huawei Glas, Plastik Skærmbeskytter",MERGE,MERGE,MERGE,"ENKAY for Huawei Watch GT 3 46mm Matte Rubberized Hard PC Watch Case with Scale + 9H Tempered Glass Screen Protector - Black

    Made of premium PC material with high toughness and hardness
    Rubberized and matte finish, anti-fingerprint, comfortable to hold

    Built-in 9H tempered glass screen protector, protect the screen from daily damages

    Allows charging directly without removing the case

    Lightweight design, adds no weight to your wrist

    Sensitive touch, preserves high accuracy and sensitivity

    Watch case + screen protector all surrounded design, shock and drop resistant

Compatible with:

    Huawei Watch GT 3 46mm

Package included:

    1 x Watch Case with Screen Protector
    Other items not included",urrem.dk,"Huawei Watch, Huawei Watch GT 3 (46mm), Huawei Watch GT 3 Series",Serie,1,Farve,Sort,,,100,shopify,1,deny,manual,159,,TRUE,TRUE,kg,https://lux-case.com/media/catalog/product/l/c/lcw11-197-011-1.jpg,https://lux-case.com/media/catalog/product/l/c/lcw11-197-011-1.jpg,#serie_1,1,,,active,SE,1549,Screen Protectors,Electronics > Electronics Accessories > Electronics Films & Shields > Screen Protectors,"Huawei Watch, Huawei Watch GT 3 (46mm)","Glas,  Plastik",,#000000,false
LCW11-197-011,LCW11-197-011-2,5714864758551,,MERGE,MERGE,MERGE,"ENKAY for Huawei Watch GT 3 46mm Matte Rubberized Hard PC Watch Case with Scale + 9H Tempered Glass Screen Protector - Black

    Made of premium PC material with high toughness and hardness
    Rubberized and matte finish, anti-fingerprint, comfortable to hold

    Built-in 9H tempered glass screen protector, protect the screen from daily damages

    Allows charging directly without removing the case

    Lightweight design, adds no weight to your wrist

    Sensitive touch, preserves high accuracy and sensitivity

    Watch case + screen protector all surrounded design, shock and drop resistant

Compatible with:

    Huawei Watch GT 3 46mm

Package included:

    1 x Watch Case with Screen Protector
    Other items not included",,,Serie,2,Farve,Grøn,,,100,shopify,1,deny,manual,159,,TRUE,TRUE,kg,https://lux-case.com/media/catalog/product/l/c/lcw11-197-011-2.jpg,https://lux-case.com/media/catalog/product/l/c/lcw11-197-011-2.jpg,#serie_2,1,,,active,SE,,,,,,,#29ad29,false
LCW11-197-011,LCW11-197-011-3,5714864758568,,MERGE,MERGE,MERGE,"ENKAY for Huawei Watch GT 3 46mm Matte Rubberized Hard PC Watch Case with Scale + 9H Tempered Glass Screen Protector - Black

    Made of premium PC material with high toughness and hardness
    Rubberized and matte finish, anti-fingerprint, comfortable to hold

    Built-in 9H tempered glass screen protector, protect the screen from daily damages

    Allows charging directly without removing the case

    Lightweight design, adds no weight to your wrist

    Sensitive touch, preserves high accuracy and sensitivity

    Watch case + screen protector all surrounded design, shock and drop resistant

Compatible with:

    Huawei Watch GT 3 46mm

Package included:

    1 x Watch Case with Screen Protector
    Other items not included",,,Serie,3,Farve,Blå,,,100,shopify,1,deny,manual,159,,TRUE,TRUE,kg,https://lux-case.com/media/catalog/product/l/c/lcw11-197-011-3.jpg,https://lux-case.com/media/catalog/product/l/c/lcw11-197-011-3.jpg,#serie_3,1,,,active,SE,,,,,,,#0430e0,false
LCW11-197-011,LCW11-197-011-4,5714864758575,,MERGE,MERGE,MERGE,"ENKAY for Huawei Watch GT 3 46mm Matte Rubberized Hard PC Watch Case with Scale + 9H Tempered Glass Screen Protector - Black

    Made of premium PC material with high toughness and hardness
    Rubberized and matte finish, anti-fingerprint, comfortable to hold

    Built-in 9H tempered glass screen protector, protect the screen from daily damages

    Allows charging directly without removing the case

    Lightweight design, adds no weight to your wrist

    Sensitive touch, preserves high accuracy and sensitivity

    Watch case + screen protector all surrounded design, shock and drop resistant

Compatible with:

    Huawei Watch GT 3 46mm

Package included:

    1 x Watch Case with Screen Protector
    Other items not included",,,Serie,4,Farve,Gennemsigtig,,,100,shopify,1,deny,manual,159,,TRUE,TRUE,kg,https://lux-case.com/media/catalog/product/l/c/lcw11-197-011-4.jpg,https://lux-case.com/media/catalog/product/l/c/lcw11-197-011-4.jpg,#serie_4,1,,,active,SE,,,,,,,#e8e8e8,false
LCW11-197-011,LCW11-197-011-5,5714864758582,,MERGE,MERGE,MERGE,"ENKAY for Huawei Watch GT 3 46mm Matte Rubberized Hard PC Watch Case with Scale + 9H Tempered Glass Screen Protector - Black

    Made of premium PC material with high toughness and hardness
    Rubberized and matte finish, anti-fingerprint, comfortable to hold

    Built-in 9H tempered glass screen protector, protect the screen from daily damages

    Allows charging directly without removing the case

    Lightweight design, adds no weight to your wrist

    Sensitive touch, preserves high accuracy and sensitivity

    Watch case + screen protector all surrounded design, shock and drop resistant

Compatible with:

    Huawei Watch GT 3 46mm

Package included:

    1 x Watch Case with Screen Protector
    Other items not included",,,Serie,5,Farve,Grå,,,100,shopify,1,deny,manual,159,,TRUE,TRUE,kg,https://lux-case.com/media/catalog/product/l/c/lcw11-197-011-5.jpg,https://lux-case.com/media/catalog/product/l/c/lcw11-197-011-5.jpg,#serie_5,1,,,active,SE,,,,,,,#808080,false
LCW11-197-012,LCW11-197-012-1,5714864758599,"Universal Huawei Glas, Plastik Skærmbeskytter",MERGE,MERGE,MERGE,"ENKAY for Huawei Watch GT 3 46mm 9H Tempered Glass Screen Protector Matte Rubberized Hard PC Watch Case - Black

    Made of premium PC material with high toughness and hardness
    Rubberized and matte finish, anti-fingerprint, comfortable to hold

    Built-in 9H tempered glass screen protector, protect the screen from daily damages

    Allows charging directly without removing the case

    Lightweight design, adds no weight to your wrist

    Sensitive touch, preserves high accuracy and sensitivity

    Watch case + screen protector all surrounded design, shock and drop resistant

Compatible with:

    Huawei Watch GT 3 46mm

Package included:

    1 x Watch Case with Screen Protector
    Other items not included",urrem.dk,"Huawei Watch, Huawei Watch GT 3 (46mm), Huawei Watch GT 3 Series",Serie,1,Farve,Sort,,,100,shopify,1,deny,manual,159,,TRUE,TRUE,kg,https://lux-case.com/media/catalog/product/l/c/lcw11-197-012-1.jpg,https://lux-case.com/media/catalog/product/l/c/lcw11-197-012-1.jpg,#serie_1,1,,,active,SE,1549,Screen Protectors,Electronics > Electronics Accessories > Electronics Films & Shields > Screen Protectors,"Huawei Watch, Huawei Watch GT 3 (46mm)","Glas,  Plastik",,#000000,false
LCW11-197-012,LCW11-197-012-2,5714864758605,,MERGE,MERGE,MERGE,"ENKAY for Huawei Watch GT 3 46mm 9H Tempered Glass Screen Protector Matte Rubberized Hard PC Watch Case - Black

    Made of premium PC material with high toughness and hardness
    Rubberized and matte finish, anti-fingerprint, comfortable to hold

    Built-in 9H tempered glass screen protector, protect the screen from daily damages

    Allows charging directly without removing the case

    Lightweight design, adds no weight to your wrist

    Sensitive touch, preserves high accuracy and sensitivity

    Watch case + screen protector all surrounded design, shock and drop resistant

Compatible with:

    Huawei Watch GT 3 46mm

Package included:

    1 x Watch Case with Screen Protector
    Other items not included",,,Serie,2,Farve,Grøn,,,100,shopify,1,deny,manual,159,,TRUE,TRUE,kg,https://lux-case.com/media/catalog/product/l/c/lcw11-197-012-2.jpg,https://lux-case.com/media/catalog/product/l/c/lcw11-197-012-2.jpg,#serie_2,1,,,active,SE,,,,,,,#29ad29,false
LCW11-197-012,LCW11-197-012-3,5714864758612,,MERGE,MERGE,MERGE,"ENKAY for Huawei Watch GT 3 46mm 9H Tempered Glass Screen Protector Matte Rubberized Hard PC Watch Case - Black

    Made of premium PC material with high toughness and hardness
    Rubberized and matte finish, anti-fingerprint, comfortable to hold

    Built-in 9H tempered glass screen protector, protect the screen from daily damages

    Allows charging directly without removing the case

    Lightweight design, adds no weight to your wrist

    Sensitive touch, preserves high accuracy and sensitivity

    Watch case + screen protector all surrounded design, shock and drop resistant

Compatible with:

    Huawei Watch GT 3 46mm

Package included:

    1 x Watch Case with Screen Protector
    Other items not included",,,Serie,3,Farve,Blå,,,100,shopify,1,deny,manual,159,,TRUE,TRUE,kg,https://lux-case.com/media/catalog/product/l/c/lcw11-197-012-3.jpg,https://lux-case.com/media/catalog/product/l/c/lcw11-197-012-3.jpg,#serie_3,1,,,active,SE,,,,,,,#0430e0,false
LCW11-197-012,LCW11-197-012-4,5714864758629,,MERGE,MERGE,MERGE,"ENKAY for Huawei Watch GT 3 46mm 9H Tempered Glass Screen Protector Matte Rubberized Hard PC Watch Case - Black

    Made of premium PC material with high toughness and hardness
    Rubberized and matte finish, anti-fingerprint, comfortable to hold

    Built-in 9H tempered glass screen protector, protect the screen from daily damages

    Allows charging directly without removing the case

    Lightweight design, adds no weight to your wrist

    Sensitive touch, preserves high accuracy and sensitivity

    Watch case + screen protector all surrounded design, shock and drop resistant

Compatible with:

    Huawei Watch GT 3 46mm

Package included:

    1 x Watch Case with Screen Protector
    Other items not included",,,Serie,4,Farve,Gennemsigtig,,,100,shopify,1,deny,manual,159,,TRUE,TRUE,kg,https://lux-case.com/media/catalog/product/l/c/lcw11-197-012-4.jpg,https://lux-case.com/media/catalog/product/l/c/lcw11-197-012-4.jpg,#serie_4,1,,,active,SE,,,,,,,#e8e8e8,false
LCW11-197-012,LCW11-197-012-5,5714864758636,,MERGE,MERGE,MERGE,"ENKAY for Huawei Watch GT 3 46mm 9H Tempered Glass Screen Protector Matte Rubberized Hard PC Watch Case - Black

    Made of premium PC material with high toughness and hardness
    Rubberized and matte finish, anti-fingerprint, comfortable to hold

    Built-in 9H tempered glass screen protector, protect the screen from daily damages

    Allows charging directly without removing the case

    Lightweight design, adds no weight to your wrist

    Sensitive touch, preserves high accuracy and sensitivity

    Watch case + screen protector all surrounded design, shock and drop resistant

Compatible with:

    Huawei Watch GT 3 46mm

Package included:

    1 x Watch Case with Screen Protector
    Other items not included",,,Serie,5,Farve,Grå,,,100,shopify,1,deny,manual,159,,TRUE,TRUE,kg,https://lux-case.com/media/catalog/product/l/c/lcw11-197-012-5.jpg,https://lux-case.com/media/catalog/product/l/c/lcw11-197-012-5.jpg,#serie_5,1,,,active,SE,,,,,,,#808080,false
LCW24-149-001,LCW24-149-001-1,5714864758766,"Universal Xiaomi Glas, Plastik Skærmbeskytter",MERGE,MERGE,MERGE,"For Xiaomi Redmi Watch 2 Lite Colorful PC Frame + Anti-Scratch Tempered Glass Watch Protector Set Dual Protection - Blue

    Made of quality hard PC material + tempered glass, dual protection
    Slim and lightweight design adds minimal bulk
    Full-around protection to the body and screen of a watch from bumps and scratches
    Precise hole location allows easy access to the exposed buttons
    The super clear tempered glass screen protector is wear-resistant and scratch-resistant, won't affect the sensitive operation

Specifications:

    Weight: 0.008kg
    Size: 36.5mm*41.3mm

Compatible with:

    Xiaomi Redmi Watch 2 Lite

Package included:

    1 x PC + Tempered Glass Watch Protector Cover
    Other items not included",urrem.dk,"Xiaomi, Xiaomi Redmi Watch 2 Lite, Xiaomi Redmi",Serie,1,Farve,Blå,,,100,shopify,2,deny,manual,69,,TRUE,TRUE,kg,https://lux-case.com/media/catalog/product/l/c/lcw24-149-001-1.jpg,https://lux-case.com/media/catalog/product/l/c/lcw24-149-001-1.jpg,#serie_1,1,,,active,SE,1549,Screen Protectors,Electronics > Electronics Accessories > Electronics Films & Shields > Screen Protectors,Xiaomi Redmi Watch 2 Lite,"Glas,  Plastik",,#0430e0,false
LCW24-149-001,LCW24-149-001-2,5714864758773,,MERGE,MERGE,MERGE,"For Xiaomi Redmi Watch 2 Lite Colorful PC Frame + Anti-Scratch Tempered Glass Watch Protector Set Dual Protection - Blue

    Made of quality hard PC material + tempered glass, dual protection
    Slim and lightweight design adds minimal bulk
    Full-around protection to the body and screen of a watch from bumps and scratches
    Precise hole location allows easy access to the exposed buttons
    The super clear tempered glass screen protector is wear-resistant and scratch-resistant, won't affect the sensitive operation

Specifications:

    Weight: 0.008kg
    Size: 36.5mm*41.3mm

Compatible with:

    Xiaomi Redmi Watch 2 Lite

Package included:

    1 x PC + Tempered Glass Watch Protector Cover
    Other items not included",,,Serie,2,Farve,Sort,,,100,shopify,1,deny,manual,69,,TRUE,TRUE,kg,https://lux-case.com/media/catalog/product/l/c/lcw24-149-001-2.jpg,https://lux-case.com/media/catalog/product/l/c/lcw24-149-001-2.jpg,#serie_2,1,,,active,SE,,,,,,,#000000,false
LCW24-149-001,LCW24-149-001-3,5714864758780,,MERGE,MERGE,MERGE,"For Xiaomi Redmi Watch 2 Lite Colorful PC Frame + Anti-Scratch Tempered Glass Watch Protector Set Dual Protection - Blue

    Made of quality hard PC material + tempered glass, dual protection
    Slim and lightweight design adds minimal bulk
    Full-around protection to the body and screen of a watch from bumps and scratches
    Precise hole location allows easy access to the exposed buttons
    The super clear tempered glass screen protector is wear-resistant and scratch-resistant, won't affect the sensitive operation

Specifications:

    Weight: 0.008kg
    Size: 36.5mm*41.3mm

Compatible with:

    Xiaomi Redmi Watch 2 Lite

Package included:

    1 x PC + Tempered Glass Watch Protector Cover
    Other items not included",,,Serie,3,Farve,Gennemsigtig,,,100,shopify,1,deny,manual,69,,TRUE,TRUE,kg,https://lux-case.com/media/catalog/product/l/c/lcw24-149-001-3.jpg,https://lux-case.com/media/catalog/product/l/c/lcw24-149-001-3.jpg,#serie_3,1,,,active,SE,,,,,,,#e8e8e8,false
LCW24-149-001,LCW24-149-001-4,5714864758797,,MERGE,MERGE,MERGE,"For Xiaomi Redmi Watch 2 Lite Colorful PC Frame + Anti-Scratch Tempered Glass Watch Protector Set Dual Protection - Blue

    Made of quality hard PC material + tempered glass, dual protection
    Slim and lightweight design adds minimal bulk
    Full-around protection to the body and screen of a watch from bumps and scratches
    Precise hole location allows easy access to the exposed buttons
    The super clear tempered glass screen protector is wear-resistant and scratch-resistant, won't affect the sensitive operation

Specifications:

    Weight: 0.008kg
    Size: 36.5mm*41.3mm

Compatible with:

    Xiaomi Redmi Watch 2 Lite

Package included:

    1 x PC + Tempered Glass Watch Protector Cover
    Other items not included",,,Serie,4,Farve,Brun,,,100,shopify,1,deny,manual,69,,TRUE,TRUE,kg,https://lux-case.com/media/catalog/product/l/c/lcw24-149-001-4.jpg,https://lux-case.com/media/catalog/product/l/c/lcw24-149-001-4.jpg,#serie_4,1,,,active,SE,,,,,,,#6b3d1e,false
LCW24-149-001,LCW24-149-001-5,5714864758803,,MERGE,MERGE,MERGE,"For Xiaomi Redmi Watch 2 Lite Colorful PC Frame + Anti-Scratch Tempered Glass Watch Protector Set Dual Protection - Blue

    Made of quality hard PC material + tempered glass, dual protection
    Slim and lightweight design adds minimal bulk
    Full-around protection to the body and screen of a watch from bumps and scratches
    Precise hole location allows easy access to the exposed buttons
    The super clear tempered glass screen protector is wear-resistant and scratch-resistant, won't affect the sensitive operation

Specifications:

    Weight: 0.008kg
    Size: 36.5mm*41.3mm

Compatible with:

    Xiaomi Redmi Watch 2 Lite

Package included:

    1 x PC + Tempered Glass Watch Protector Cover
    Other items not included",,,Serie,5,Farve,Pink,,,100,shopify,1,deny,manual,69,,TRUE,TRUE,kg,https://lux-case.com/media/catalog/product/l/c/lcw24-149-001-5.jpg,https://lux-case.com/media/catalog/product/l/c/lcw24-149-001-5.jpg,#serie_5,1,,,active,SE,,,,,,,#e024c4,false
LCW24-149-001,LCW24-149-001-6,5714864758810,,MERGE,MERGE,MERGE,"For Xiaomi Redmi Watch 2 Lite Colorful PC Frame + Anti-Scratch Tempered Glass Watch Protector Set Dual Protection - Blue

    Made of quality hard PC material + tempered glass, dual protection
    Slim and lightweight design adds minimal bulk
    Full-around protection to the body and screen of a watch from bumps and scratches
    Precise hole location allows easy access to the exposed buttons
    The super clear tempered glass screen protector is wear-resistant and scratch-resistant, won't affect the sensitive operation

Specifications:

    Weight: 0.008kg
    Size: 36.5mm*41.3mm

Compatible with:

    Xiaomi Redmi Watch 2 Lite

Package included:

    1 x PC + Tempered Glass Watch Protector Cover
    Other items not included",,,Serie,6,Farve,Grøn,,,100,shopify,1,deny,manual,69,,TRUE,TRUE,kg,https://lux-case.com/media/catalog/product/l/c/lcw24-149-001-6.jpg,https://lux-case.com/media/catalog/product/l/c/lcw24-149-001-6.jpg,#serie_6,1,,,active,SE,,,,,,,#29ad29,false
