Variant SKU,Image Src,Image Alt Text,Image Position,Image Command
LCW37-18-001-8,https://lux-case.com/media/catalog/product/l/c/lcw37-18-001-8.jpg; https://lux-case.com/media/catalog/product/l/c/lcw37-18-001-8-a.jpg; https://lux-case.com/media/catalog/product/l/c/lcw37-18-001-8-b.jpg; https://lux-case.com/media/catalog/product/l/c/lcw37-18-001-8-c.jpg; https://lux-case.com/media/catalog/product/l/c/lcw37-18-001-8-d.jpg; https://lux-case.com/media/catalog/product/l/c/lcw37-18-001-8-e.jpg; https://lux-case.com/media/catalog/product/l/c/lcw37-18-001-8-f.jpg; https://lux-case.com/media/catalog/product/l/c/lcw37-18-001-8-g.jpg; https://lux-case.com/media/catalog/product/l/c/lcw37-18-001-8-h.jpg; https://lux-case.com/media/catalog/product/l/c/lcw37-18-001-8-i.jpg; https://lux-case.com/media/catalog/product/l/c/lcw37-18-001-8-j.jpg; https://lux-case.com/media/catalog/product/l/c/lcw37-18-001-8-k.jpg,#serie_8,2,MERGE
LCW37-18-001-9,https://lux-case.com/media/catalog/product/l/c/lcw37-18-001-9.jpg; https://lux-case.com/media/catalog/product/l/c/lcw37-18-001-9-a.jpg; https://lux-case.com/media/catalog/product/l/c/lcw37-18-001-9-b.jpg; https://lux-case.com/media/catalog/product/l/c/lcw37-18-001-9-c.jpg; https://lux-case.com/media/catalog/product/l/c/lcw37-18-001-9-d.jpg; https://lux-case.com/media/catalog/product/l/c/lcw37-18-001-9-e.jpg; https://lux-case.com/media/catalog/product/l/c/lcw37-18-001-9-f.jpg; https://lux-case.com/media/catalog/product/l/c/lcw37-18-001-9-g.jpg; https://lux-case.com/media/catalog/product/l/c/lcw37-18-001-9-h.jpg; https://lux-case.com/media/catalog/product/l/c/lcw37-18-001-9-i.jpg; https://lux-case.com/media/catalog/product/l/c/lcw37-18-001-9-j.jpg; https://lux-case.com/media/catalog/product/l/c/lcw37-18-001-9-k.jpg,#serie_9,2,MERGE
LCW37-18-001-10,https://lux-case.com/media/catalog/product/l/c/lcw37-18-001-10.jpg; https://lux-case.com/media/catalog/product/l/c/lcw37-18-001-10-a.jpg; https://lux-case.com/media/catalog/product/l/c/lcw37-18-001-10-b.jpg; https://lux-case.com/media/catalog/product/l/c/lcw37-18-001-10-c.jpg; https://lux-case.com/media/catalog/product/l/c/lcw37-18-001-10-d.jpg; https://lux-case.com/media/catalog/product/l/c/lcw37-18-001-10-e.jpg; https://lux-case.com/media/catalog/product/l/c/lcw37-18-001-10-f.jpg; https://lux-case.com/media/catalog/product/l/c/lcw37-18-001-10-g.jpg; https://lux-case.com/media/catalog/product/l/c/lcw37-18-001-10-h.jpg; https://lux-case.com/media/catalog/product/l/c/lcw37-18-001-10-i.jpg; https://lux-case.com/media/catalog/product/l/c/lcw37-18-001-10-j.jpg; https://lux-case.com/media/catalog/product/l/c/lcw37-18-001-10-k.jpg,#serie_10,2,MERGE
LCW37-18-001-11,https://lux-case.com/media/catalog/product/l/c/lcw37-18-001-11.jpg; https://lux-case.com/media/catalog/product/l/c/lcw37-18-001-11-a.jpg; https://lux-case.com/media/catalog/product/l/c/lcw37-18-001-11-b.jpg; https://lux-case.com/media/catalog/product/l/c/lcw37-18-001-11-c.jpg; https://lux-case.com/media/catalog/product/l/c/lcw37-18-001-11-d.jpg; https://lux-case.com/media/catalog/product/l/c/lcw37-18-001-11-e.jpg; https://lux-case.com/media/catalog/product/l/c/lcw37-18-001-11-f.jpg; https://lux-case.com/media/catalog/product/l/c/lcw37-18-001-11-g.jpg; https://lux-case.com/media/catalog/product/l/c/lcw37-18-001-11-h.jpg; https://lux-case.com/media/catalog/product/l/c/lcw37-18-001-11-i.jpg; https://lux-case.com/media/catalog/product/l/c/lcw37-18-001-11-j.jpg; https://lux-case.com/media/catalog/product/l/c/lcw37-18-001-11-k.jpg,#serie_11,2,MERGE
LCW37-18-001-12,https://lux-case.com/media/catalog/product/l/c/lcw37-18-001-12.jpg; https://lux-case.com/media/catalog/product/l/c/lcw37-18-001-12-a.jpg; https://lux-case.com/media/catalog/product/l/c/lcw37-18-001-12-b.jpg; https://lux-case.com/media/catalog/product/l/c/lcw37-18-001-12-c.jpg; https://lux-case.com/media/catalog/product/l/c/lcw37-18-001-12-d.jpg; https://lux-case.com/media/catalog/product/l/c/lcw37-18-001-12-e.jpg; https://lux-case.com/media/catalog/product/l/c/lcw37-18-001-12-f.jpg; https://lux-case.com/media/catalog/product/l/c/lcw37-18-001-12-g.jpg; https://lux-case.com/media/catalog/product/l/c/lcw37-18-001-12-h.jpg; https://lux-case.com/media/catalog/product/l/c/lcw37-18-001-12-i.jpg; https://lux-case.com/media/catalog/product/l/c/lcw37-18-001-12-j.jpg; https://lux-case.com/media/catalog/product/l/c/lcw37-18-001-12-k.jpg,#serie_12,2,MERGE
LCW37-07-001-1,https://lux-case.com/media/catalog/product/l/c/lcw37-07-001-1.jpg; https://lux-case.com/media/catalog/product/l/c/lcw37-07-001-1-b.jpg; https://lux-case.com/media/catalog/product/l/c/lcw37-07-001-1-c.jpg,#serie_1,2,MERGE
LCW37-07-001-2,https://lux-case.com/media/catalog/product/l/c/lcw37-07-001-2.jpg; https://lux-case.com/media/catalog/product/l/c/lcw37-07-001-2-b.jpg; https://lux-case.com/media/catalog/product/l/c/lcw37-07-001-2-c.jpg,#serie_2,2,MERGE
LCW37-07-001-3,https://lux-case.com/media/catalog/product/l/c/lcw37-07-001-3.jpg; https://lux-case.com/media/catalog/product/l/c/lcw37-07-001-3-b.jpg; https://lux-case.com/media/catalog/product/l/c/lcw37-07-001-3-c.jpg,#serie_3,2,MERGE
LCW37-07-001-4,https://lux-case.com/media/catalog/product/l/c/lcw37-07-001-4.jpg; https://lux-case.com/media/catalog/product/l/c/lcw37-07-001-4-b.jpg; https://lux-case.com/media/catalog/product/l/c/lcw37-07-001-4-c.jpg,#serie_4,2,MERGE
LCW37-07-001-5,https://lux-case.com/media/catalog/product/l/c/lcw37-07-001-5.jpg; https://lux-case.com/media/catalog/product/l/c/lcw37-07-001-5-b.jpg; https://lux-case.com/media/catalog/product/l/c/lcw37-07-001-5-c.jpg,#serie_5,2,MERGE
LCW37-07-001-6,https://lux-case.com/media/catalog/product/l/c/lcw37-07-001-6.jpg; https://lux-case.com/media/catalog/product/l/c/lcw37-07-001-6-b.jpg; https://lux-case.com/media/catalog/product/l/c/lcw37-07-001-6-c.jpg,#serie_6,2,MERGE
LCW37-07-001-7,https://lux-case.com/media/catalog/product/l/c/lcw37-07-001-7.jpg; https://lux-case.com/media/catalog/product/l/c/lcw37-07-001-7-b.jpg; https://lux-case.com/media/catalog/product/l/c/lcw37-07-001-7-c.jpg,#serie_7,2,MERGE
LCW37-07-001-8,https://lux-case.com/media/catalog/product/l/c/lcw37-07-001-8.jpg; https://lux-case.com/media/catalog/product/l/c/lcw37-07-001-8-b.jpg; https://lux-case.com/media/catalog/product/l/c/lcw37-07-001-8-c.jpg,#serie_8,2,MERGE
LCW37-07-001-9,https://lux-case.com/media/catalog/product/l/c/lcw37-07-001-9.jpg; https://lux-case.com/media/catalog/product/l/c/lcw37-07-001-9-b.jpg; https://lux-case.com/media/catalog/product/l/c/lcw37-07-001-9-c.jpg,#serie_9,2,MERGE
LCW37-07-001-10,https://lux-case.com/media/catalog/product/l/c/lcw37-07-001-10.jpg; https://lux-case.com/media/catalog/product/l/c/lcw37-07-001-10-b.jpg; https://lux-case.com/media/catalog/product/l/c/lcw37-07-001-10-c.jpg,#serie_10,2,MERGE
LCW37-07-001-11,https://lux-case.com/media/catalog/product/l/c/lcw37-07-001-11.jpg; https://lux-case.com/media/catalog/product/l/c/lcw37-07-001-11-b.jpg; https://lux-case.com/media/catalog/product/l/c/lcw37-07-001-11-c.jpg,#serie_11,2,MERGE
LCW37-07-001-12,https://lux-case.com/media/catalog/product/l/c/lcw37-07-001-12.jpg; https://lux-case.com/media/catalog/product/l/c/lcw37-07-001-12-b.jpg; https://lux-case.com/media/catalog/product/l/c/lcw37-07-001-12-c.jpg,#serie_12,2,MERGE
LCW37-07-001-13,https://lux-case.com/media/catalog/product/l/c/lcw37-07-001-13.jpg; https://lux-case.com/media/catalog/product/l/c/lcw37-07-001-13-b.jpg; https://lux-case.com/media/catalog/product/l/c/lcw37-07-001-13-c.jpg,#serie_13,2,MERGE
