Variant SKU,Image Src,Image Alt Text,Image Position,Image Command
LCW45-16-006-2,https://lux-case.com/media/catalog/product/l/c/lcw45-16-006-2.jpg,#serie_2,2,MERGE
LCW45-16-006-5,https://lux-case.com/media/catalog/product/l/c/lcw45-16-006-5.jpg,#serie_5,2,MERGE
LCW45-16-006-1,https://lux-case.com/media/catalog/product/l/c/lcw45-16-006-1.jpg,#serie_1,2,MERGE
LCW45-08-001-1,https://lux-case.com/media/catalog/product/l/c/lcw45-08-001-1.jpg; https://lux-case.com/media/catalog/product/l/c/lcw45-08-001-1-a.jpg; https://lux-case.com/media/catalog/product/l/c/lcw45-08-001-1-b.jpg; https://lux-case.com/media/catalog/product/l/c/lcw45-08-001-1-c.jpg; https://lux-case.com/media/catalog/product/l/c/lcw45-08-001-1-d.jpg; https://lux-case.com/media/catalog/product/l/c/lcw45-08-001-1-e.jpg; https://lux-case.com/media/catalog/product/l/c/lcw45-08-001-1-f.jpg,#serie_1,2,MERGE
LCW45-08-001-7,https://lux-case.com/media/catalog/product/l/c/lcw45-08-001-7.jpg; https://lux-case.com/media/catalog/product/l/c/lcw45-08-001-7-a.jpg; https://lux-case.com/media/catalog/product/l/c/lcw45-08-001-7-b.jpg; https://lux-case.com/media/catalog/product/l/c/lcw45-08-001-7-c.jpg; https://lux-case.com/media/catalog/product/l/c/lcw45-08-001-7-d.jpg,#serie_7,2,MERGE
LCW45-08-001-9,https://lux-case.com/media/catalog/product/l/c/lcw45-08-001-9.jpg; https://lux-case.com/media/catalog/product/l/c/lcw45-08-001-9-a.jpg; https://lux-case.com/media/catalog/product/l/c/lcw45-08-001-9-b.jpg; https://lux-case.com/media/catalog/product/l/c/lcw45-08-001-9-c.jpg; https://lux-case.com/media/catalog/product/l/c/lcw45-08-001-9-d.jpg; https://lux-case.com/media/catalog/product/l/c/lcw45-08-001-9-e.jpg,#serie_9,2,MERGE
LCW45-08-001-5,https://lux-case.com/media/catalog/product/l/c/lcw45-08-001-5.jpg; https://lux-case.com/media/catalog/product/l/c/lcw45-08-001-5-a.jpg; https://lux-case.com/media/catalog/product/l/c/lcw45-08-001-5-b.jpg; https://lux-case.com/media/catalog/product/l/c/lcw45-08-001-5-c.jpg; https://lux-case.com/media/catalog/product/l/c/lcw45-08-001-5-d.jpg; https://lux-case.com/media/catalog/product/l/c/lcw45-08-001-5-e.jpg,#serie_5,2,MERGE
LCW45-08-001-8,https://lux-case.com/media/catalog/product/l/c/lcw45-08-001-8.jpg; https://lux-case.com/media/catalog/product/l/c/lcw45-08-001-8-a.jpg; https://lux-case.com/media/catalog/product/l/c/lcw45-08-001-8-b.jpg; https://lux-case.com/media/catalog/product/l/c/lcw45-08-001-8-c.jpg; https://lux-case.com/media/catalog/product/l/c/lcw45-08-001-8-d.jpg; https://lux-case.com/media/catalog/product/l/c/lcw45-08-001-8-e.jpg,#serie_8,2,MERGE
LCW45-08-001-4,https://lux-case.com/media/catalog/product/l/c/lcw45-08-001-4.jpg; https://lux-case.com/media/catalog/product/l/c/lcw45-08-001-4-a.jpg; https://lux-case.com/media/catalog/product/l/c/lcw45-08-001-4-b.jpg; https://lux-case.com/media/catalog/product/l/c/lcw45-08-001-4-c.jpg; https://lux-case.com/media/catalog/product/l/c/lcw45-08-001-4-d.jpg; https://lux-case.com/media/catalog/product/l/c/lcw45-08-001-4-e.jpg,#serie_4,2,MERGE
LCW45-08-001-6,https://lux-case.com/media/catalog/product/l/c/lcw45-08-001-6.jpg; https://lux-case.com/media/catalog/product/l/c/lcw45-08-001-6-a.jpg; https://lux-case.com/media/catalog/product/l/c/lcw45-08-001-6-b.jpg; https://lux-case.com/media/catalog/product/l/c/lcw45-08-001-6-c.jpg; https://lux-case.com/media/catalog/product/l/c/lcw45-08-001-6-d.jpg; https://lux-case.com/media/catalog/product/l/c/lcw45-08-001-6-e.jpg,#serie_6,2,MERGE
LCW45-08-001-10,https://lux-case.com/media/catalog/product/l/c/lcw45-08-001-10.jpg; https://lux-case.com/media/catalog/product/l/c/lcw45-08-001-10-a.jpg; https://lux-case.com/media/catalog/product/l/c/lcw45-08-001-10-b.jpg; https://lux-case.com/media/catalog/product/l/c/lcw45-08-001-10-c.jpg; https://lux-case.com/media/catalog/product/l/c/lcw45-08-001-10-d.jpg; https://lux-case.com/media/catalog/product/l/c/lcw45-08-001-10-e.jpg,#serie_10,2,MERGE
